date,quarter,sport,total_comments,active_videos,engagement_intensity,avg_video_age_days,log_engagement_intensity
2015-01-01,2015-Q1,Alpine Skiing,3,6,0.69,105.5,0.5247285289349821
2015-04-01,2015-Q2,Alpine Skiing,2,2,0.46,146.0,0.3784364357202451
2015-07-01,2015-Q3,Alpine Skiing,0,0,0.0,0.0,0.0
2015-10-01,2015-Q4,Alpine Skiing,14,12,3.24,37.2,1.4445632692438664
2016-01-01,2016-Q1,Alpine Skiing,43,14,3.32,113.3,1.463255402256019
2016-04-01,2016-Q2,Alpine Skiing,5,2,0.58,114.5,0.4574248470388754
2016-07-01,2016-Q3,Alpine Skiing,0,0,0.0,0.0,0.0
2016-10-01,2016-Q4,Alpine Skiing,47,3,3.62,17.7,1.5303947050936475
2017-01-01,2017-Q1,Alpine Skiing,21,3,1.62,107.7,0.9631743177730056
2017-04-01,2017-Q2,Alpine Skiing,0,0,0.0,0.0,0.0
2017-07-01,2017-Q3,Alpine Skiing,12,1,2.78,35.0,1.3297240096314962
2017-10-01,2017-Q4,Alpine Skiing,23,1,5.32,127.0,1.843719208158766
2018-01-01,2018-Q1,Alpine Skiing,164,3,12.64,48.7,2.613006652415316
2018-04-01,2018-Q2,Alpine Skiing,4,3,0.31,139.7,0.27002713721306015
2018-07-01,2018-Q3,Alpine Skiing,0,0,0.0,0.0,0.0
2018-10-01,2018-Q4,Alpine Skiing,166,2,19.2,13.0,3.005682604407159
2019-01-01,2019-Q1,Alpine Skiing,356,4,20.59,82.2,3.072230244526716
2019-04-01,2019-Q2,Alpine Skiing,4,2,0.46,152.5,0.3784364357202451
2019-07-01,2019-Q3,Alpine Skiing,0,0,0.0,0.0,0.0
2019-10-01,2019-Q4,Alpine Skiing,28,1,6.48,2.0,2.012232791986386
2020-01-01,2020-Q1,Alpine Skiing,352,4,20.35,62.8,3.0610517396746335
2020-04-01,2020-Q2,Alpine Skiing,4,3,0.31,143.7,0.27002713721306015
2020-07-01,2020-Q3,Alpine Skiing,0,0,0.0,0.0,0.0
2020-10-01,2020-Q4,Alpine Skiing,216,2,24.98,53.0,3.2573270112424533
2021-01-01,2021-Q1,Alpine Skiing,325,6,12.53,86.8,2.604909442182697
2021-04-01,2021-Q2,Alpine Skiing,23,5,1.06,132.6,0.7227059828014898
2021-07-01,2021-Q3,Alpine Skiing,0,1,0.0,156.0,0.0
2021-10-01,2021-Q4,Alpine Skiing,110,4,6.36,12.5,1.9960599327407849
2022-01-01,2022-Q1,Alpine Skiing,336,12,6.48,65.9,2.012232791986386
2022-04-01,2022-Q2,Alpine Skiing,7,8,0.2,138.6,0.18232155679395465
2022-07-01,2022-Q3,Alpine Skiing,15,4,0.87,33.8,0.6259384308664953
2022-10-01,2022-Q4,Alpine Skiing,44,16,0.85,61.4,0.6151856390902335
2023-01-01,2023-Q1,Alpine Skiing,140,26,1.54,87.9,0.9321640810304452
2023-04-01,2023-Q2,Alpine Skiing,2,14,0.04,142.8,0.039220713153281295
2023-07-01,2023-Q3,Alpine Skiing,3,1,0.69,5.0,0.5247285289349821
2023-10-01,2023-Q4,Alpine Skiing,95,10,2.2,32.2,1.1631508098056809
2024-01-01,2024-Q1,Alpine Skiing,121,20,1.55,81.2,0.9360933591703348
2024-04-01,2024-Q2,Alpine Skiing,7,11,0.18,143.6,0.16551443847757338
2024-07-01,2024-Q3,Alpine Skiing,3,1,0.69,1.0,0.5247285289349821
2024-10-01,2024-Q4,Alpine Skiing,54,3,4.16,60.3,1.6409365794934714
2015-01-01,2015-Q1,BASE Jumping,0,13,0.0,114.7,0.0
2015-04-01,2015-Q2,BASE Jumping,0,4,0.0,119.2,0.0
2015-07-01,2015-Q3,BASE Jumping,0,2,0.0,135.0,0.0
2015-10-01,2015-Q4,BASE Jumping,0,6,0.0,75.5,0.0
2016-01-01,2016-Q1,BASE Jumping,0,10,0.0,105.2,0.0
2016-04-01,2016-Q2,BASE Jumping,0,7,0.0,128.6,0.0
2016-07-01,2016-Q3,BASE Jumping,0,4,0.0,99.8,0.0
2016-10-01,2016-Q4,BASE Jumping,0,11,0.0,72.5,0.0
2017-01-01,2017-Q1,BASE Jumping,4,18,0.02,96.1,0.019802627296179712
2017-04-01,2017-Q2,BASE Jumping,2,12,0.01,112.8,0.009950330853168083
2017-07-01,2017-Q3,BASE Jumping,0,5,0.0,93.4,0.0
2017-10-01,2017-Q4,BASE Jumping,0,2,0.0,121.5,0.0
2018-01-01,2018-Q1,BASE Jumping,2,1,0.02,67.0,0.019802627296179712
2018-04-01,2018-Q2,BASE Jumping,100,5,0.24,77.8,0.2151113796169455
2018-07-01,2018-Q3,BASE Jumping,0,7,0.0,115.1,0.0
2018-10-01,2018-Q4,BASE Jumping,8,6,0.05,111.2,0.04879016416943201
2019-01-01,2019-Q1,BASE Jumping,2,3,0.01,151.3,0.009950330853168083
2019-04-01,2019-Q2,BASE Jumping,0,0,0.0,0.0,0.0
2019-07-01,2019-Q3,BASE Jumping,0,1,0.0,84.0,0.0
2019-10-01,2019-Q4,BASE Jumping,6,4,0.02,75.0,0.019802627296179712
2020-01-01,2020-Q1,BASE Jumping,1,4,0.0,100.8,0.0
2020-04-01,2020-Q2,BASE Jumping,1,1,0.01,97.0,0.009950330853168083
2020-07-01,2020-Q3,BASE Jumping,0,0,0.0,0.0,0.0
2020-10-01,2020-Q4,BASE Jumping,0,0,0.0,0.0,0.0
2021-01-01,2021-Q1,BASE Jumping,0,0,0.0,0.0,0.0
2021-04-01,2021-Q2,BASE Jumping,0,0,0.0,0.0,0.0
2021-07-01,2021-Q3,BASE Jumping,0,0,0.0,0.0,0.0
2021-10-01,2021-Q4,BASE Jumping,0,0,0.0,0.0,0.0
2022-01-01,2022-Q1,BASE Jumping,0,0,0.0,0.0,0.0
2022-04-01,2022-Q2,BASE Jumping,0,0,0.0,0.0,0.0
2022-07-01,2022-Q3,BASE Jumping,0,0,0.0,0.0,0.0
2022-10-01,2022-Q4,BASE Jumping,1,1,0.01,23.0,0.009950330853168083
2023-01-01,2023-Q1,BASE Jumping,0,1,0.0,113.0,0.0
2023-04-01,2023-Q2,BASE Jumping,0,0,0.0,0.0,0.0
2023-07-01,2023-Q3,BASE Jumping,0,0,0.0,0.0,0.0
2023-10-01,2023-Q4,BASE Jumping,0,6,0.0,13.2,0.0
2024-01-01,2024-Q1,BASE Jumping,0,7,0.0,98.9,0.0
2024-04-01,2024-Q2,BASE Jumping,0,1,0.0,158.0,0.0
2024-07-01,2024-Q3,BASE Jumping,7,7,0.01,85.4,0.009950330853168083
2024-10-01,2024-Q4,BASE Jumping,2,8,0.0,155.4,0.0
2015-01-01,2015-Q1,Backcountry Skiing,3,8,0.38,60.2,0.32208349916911333
2015-04-01,2015-Q2,Backcountry Skiing,7,9,0.78,127.0,0.5766133643039938
2015-07-01,2015-Q3,Backcountry Skiing,0,2,0.0,170.5,0.0
2015-10-01,2015-Q4,Backcountry Skiing,0,1,0.0,7.0,0.0
2016-01-01,2016-Q1,Backcountry Skiing,3,4,0.75,66.0,0.5596157879354227
2016-04-01,2016-Q2,Backcountry Skiing,4,4,1.0,114.5,0.6931471805599453
2016-07-01,2016-Q3,Backcountry Skiing,2,3,0.67,85.0,0.5128236264286637
2016-10-01,2016-Q4,Backcountry Skiing,3,5,0.6,86.8,0.4700036292457355
2017-01-01,2017-Q1,Backcountry Skiing,13,6,2.17,98.5,1.1537315878891892
2017-04-01,2017-Q2,Backcountry Skiing,9,6,1.5,106.2,0.9162907318741551
2017-07-01,2017-Q3,Backcountry Skiing,3,3,1.0,141.7,0.6931471805599453
2017-10-01,2017-Q4,Backcountry Skiing,3,1,3.0,14.0,1.3862943611198906
2018-01-01,2018-Q1,Backcountry Skiing,3,5,0.6,83.2,0.4700036292457355
2018-04-01,2018-Q2,Backcountry Skiing,0,4,0.0,169.0,0.0
2018-07-01,2018-Q3,Backcountry Skiing,0,2,0.0,33.0,0.0
2018-10-01,2018-Q4,Backcountry Skiing,4,3,1.33,91.3,0.8458682675776092
2019-01-01,2019-Q1,Backcountry Skiing,4,3,1.33,79.3,0.8458682675776092
2019-04-01,2019-Q2,Backcountry Skiing,0,2,0.0,153.0,0.0
2019-07-01,2019-Q3,Backcountry Skiing,0,0,0.0,0.0,0.0
2019-10-01,2019-Q4,Backcountry Skiing,0,1,0.0,23.0,0.0
2020-01-01,2020-Q1,Backcountry Skiing,4,2,2.0,92.5,1.0986122886681098
2020-04-01,2020-Q2,Backcountry Skiing,5,2,2.5,98.5,1.252762968495368
2020-07-01,2020-Q3,Backcountry Skiing,5,1,5.0,127.0,1.791759469228055
2020-10-01,2020-Q4,Backcountry Skiing,7,2,3.5,54.0,1.5040773967762742
2021-01-01,2021-Q1,Backcountry Skiing,5,2,2.5,144.0,1.252762968495368
2021-04-01,2021-Q2,Backcountry Skiing,5,1,5.0,28.0,1.791759469228055
2021-07-01,2021-Q3,Backcountry Skiing,15,1,15.0,120.0,2.772588722239781
2021-10-01,2021-Q4,Backcountry Skiing,3,1,3.0,36.0,1.3862943611198906
2022-01-01,2022-Q1,Backcountry Skiing,5,1,5.0,126.0,1.791759469228055
2022-04-01,2022-Q2,Backcountry Skiing,6,1,6.0,31.0,1.9459101490553132
2022-07-01,2022-Q3,Backcountry Skiing,4,1,4.0,123.0,1.6094379124341003
2022-10-01,2022-Q4,Backcountry Skiing,0,0,0.0,0.0,0.0
2023-01-01,2023-Q1,Backcountry Skiing,0,0,0.0,0.0,0.0
2023-04-01,2023-Q2,Backcountry Skiing,0,0,0.0,0.0,0.0
2023-07-01,2023-Q3,Backcountry Skiing,0,0,0.0,0.0,0.0
2023-10-01,2023-Q4,Backcountry Skiing,3,1,3.0,26.0,1.3862943611198906
2024-01-01,2024-Q1,Backcountry Skiing,5,1,5.0,117.0,1.791759469228055
2024-04-01,2024-Q2,Backcountry Skiing,0,0,0.0,0.0,0.0
2024-07-01,2024-Q3,Backcountry Skiing,0,0,0.0,0.0,0.0
2024-10-01,2024-Q4,Backcountry Skiing,0,0,0.0,0.0,0.0
2015-01-01,2015-Q1,Camping,0,1,0.0,47.0,0.0
2015-04-01,2015-Q2,Camping,0,3,0.0,62.3,0.0
2015-07-01,2015-Q3,Camping,0,3,0.0,100.3,0.0
2015-10-01,2015-Q4,Camping,0,2,0.0,85.5,0.0
2016-01-01,2016-Q1,Camping,0,2,0.0,62.0,0.0
2016-04-01,2016-Q2,Camping,0,2,0.0,89.5,0.0
2016-07-01,2016-Q3,Camping,0,1,0.0,158.0,0.0
2016-10-01,2016-Q4,Camping,0,5,0.0,42.0,0.0
2017-01-01,2017-Q1,Camping,57,10,19.13,85.2,3.0022112396517002
2017-04-01,2017-Q2,Camping,65,8,21.82,88.8,3.1276373444339294
2017-07-01,2017-Q3,Camping,0,4,0.0,86.0,0.0
2017-10-01,2017-Q4,Camping,11,9,7.38,42.8,2.1258479144939915
2018-01-01,2018-Q1,Camping,171,11,114.78,105.9,4.751691838650858
2018-04-01,2018-Q2,Camping,0,9,0.0,65.8,0.0
2018-07-01,2018-Q3,Camping,37,9,24.84,88.1,3.2519236789144013
2018-10-01,2018-Q4,Camping,21,8,14.1,62.6,2.714694743820879
2019-01-01,2019-Q1,Camping,675,10,453.09,73.2,6.118295416280278
2019-04-01,2019-Q2,Camping,1323,9,444.03,95.4,6.098141695624239
2019-07-01,2019-Q3,Camping,3558,8,796.1,102.1,6.680980141433878
2019-10-01,2019-Q4,Camping,4379,13,489.9,76.9,6.196240441064007
2020-01-01,2020-Q1,Camping,7183,13,688.8,116.8,6.536401700502741
2020-04-01,2020-Q2,Camping,4124,7,461.37,110.9,6.136365436360708
2020-07-01,2020-Q3,Camping,7572,6,1016.54,98.3,6.925143228583364
2020-10-01,2020-Q4,Camping,15701,15,1171.03,57.9,7.066492567078978
2021-01-01,2021-Q1,Camping,24036,20,1241.09,93.6,7.124550723636168
2021-04-01,2021-Q2,Camping,15809,14,964.71,104.0,6.872863582102027
2021-07-01,2021-Q3,Camping,18809,13,1147.78,99.4,7.046455788671661
2021-10-01,2021-Q4,Camping,26736,17,1495.54,79.8,7.310911055969953
2022-01-01,2022-Q1,Camping,5981,12,501.84,112.5,6.22027202804663
2022-04-01,2022-Q2,Camping,16999,9,1426.32,65.7,7.263553839008648
2022-07-01,2022-Q3,Camping,143113,10,10673.84,103.9,9.275644849694102
2022-10-01,2022-Q4,Camping,17328,8,1661.63,71.5,7.416155964961623
2023-01-01,2023-Q1,Camping,28707,11,1926.96,80.4,7.564217728067304
2023-04-01,2023-Q2,Camping,28270,14,1459.71,78.6,7.286677897866055
2023-07-01,2023-Q3,Camping,20873,12,1273.73,93.0,7.150489670461333
2023-10-01,2023-Q4,Camping,13584,6,1519.71,82.5,7.326932610043777
2024-01-01,2024-Q1,Camping,35353,5,4746.14,75.2,8.465297610427362
2024-04-01,2024-Q2,Camping,11857,5,1591.8,91.4,7.373248752749986
2024-07-01,2024-Q3,Camping,8960,4,1503.6,80.8,7.316282361126121
2024-10-01,2024-Q4,Camping,436,2,146.33,127.0,4.992674968719263
2015-01-01,2015-Q1,Hang Gliding,0,0,0.0,0.0,0.0
2015-04-01,2015-Q2,Hang Gliding,1,1,1.0,10.0,0.6931471805599453
2015-07-01,2015-Q3,Hang Gliding,1,1,1.0,102.0,0.6931471805599453
2015-10-01,2015-Q4,Hang Gliding,0,0,0.0,0.0,0.0
2016-01-01,2016-Q1,Hang Gliding,0,0,0.0,0.0,0.0
2016-04-01,2016-Q2,Hang Gliding,0,0,0.0,0.0,0.0
2016-07-01,2016-Q3,Hang Gliding,0,0,0.0,0.0,0.0
2016-10-01,2016-Q4,Hang Gliding,0,1,0.0,19.0,0.0
2017-01-01,2017-Q1,Hang Gliding,1,1,1.0,109.0,0.6931471805599453
2017-04-01,2017-Q2,Hang Gliding,0,0,0.0,0.0,0.0
2017-07-01,2017-Q3,Hang Gliding,1,1,1.0,68.0,0.6931471805599453
2017-10-01,2017-Q4,Hang Gliding,0,1,0.0,160.0,0.0
2018-01-01,2018-Q1,Hang Gliding,0,0,0.0,0.0,0.0
2018-04-01,2018-Q2,Hang Gliding,0,0,0.0,0.0,0.0
2018-07-01,2018-Q3,Hang Gliding,0,0,0.0,0.0,0.0
2018-10-01,2018-Q4,Hang Gliding,0,0,0.0,0.0,0.0
2019-01-01,2019-Q1,Hang Gliding,0,0,0.0,0.0,0.0
2019-04-01,2019-Q2,Hang Gliding,0,0,0.0,0.0,0.0
2019-07-01,2019-Q3,Hang Gliding,0,0,0.0,0.0,0.0
2019-10-01,2019-Q4,Hang Gliding,0,0,0.0,0.0,0.0
2020-01-01,2020-Q1,Hang Gliding,0,0,0.0,0.0,0.0
2020-04-01,2020-Q2,Hang Gliding,0,0,0.0,0.0,0.0
2020-07-01,2020-Q3,Hang Gliding,0,0,0.0,0.0,0.0
2020-10-01,2020-Q4,Hang Gliding,0,0,0.0,0.0,0.0
2021-01-01,2021-Q1,Hang Gliding,0,0,0.0,0.0,0.0
2021-04-01,2021-Q2,Hang Gliding,0,0,0.0,0.0,0.0
2021-07-01,2021-Q3,Hang Gliding,0,0,0.0,0.0,0.0
2021-10-01,2021-Q4,Hang Gliding,0,0,0.0,0.0,0.0
2022-01-01,2022-Q1,Hang Gliding,0,0,0.0,0.0,0.0
2022-04-01,2022-Q2,Hang Gliding,1,1,1.0,17.0,0.6931471805599453
2022-07-01,2022-Q3,Hang Gliding,1,1,1.0,109.0,0.6931471805599453
2022-10-01,2022-Q4,Hang Gliding,0,0,0.0,0.0,0.0
2023-01-01,2023-Q1,Hang Gliding,0,0,0.0,0.0,0.0
2023-04-01,2023-Q2,Hang Gliding,0,0,0.0,0.0,0.0
2023-07-01,2023-Q3,Hang Gliding,0,0,0.0,0.0,0.0
2023-10-01,2023-Q4,Hang Gliding,0,0,0.0,0.0,0.0
2024-01-01,2024-Q1,Hang Gliding,0,0,0.0,0.0,0.0
2024-04-01,2024-Q2,Hang Gliding,0,0,0.0,0.0,0.0
2024-07-01,2024-Q3,Hang Gliding,0,0,0.0,0.0,0.0
2024-10-01,2024-Q4,Hang Gliding,0,0,0.0,0.0,0.0
2015-01-01,2015-Q1,Hiking,0,0,0.0,0.0,0.0
2015-04-01,2015-Q2,Hiking,0,0,0.0,0.0,0.0
2015-07-01,2015-Q3,Hiking,0,0,0.0,0.0,0.0
2015-10-01,2015-Q4,Hiking,6,1,5.81,43.0,1.918392120161421
2016-01-01,2016-Q1,Hiking,10,1,9.68,134.0,2.3683728335320486
2016-04-01,2016-Q2,Hiking,0,0,0.0,0.0,0.0
2016-07-01,2016-Q3,Hiking,0,0,0.0,0.0,0.0
2016-10-01,2016-Q4,Hiking,0,0,0.0,0.0,0.0
2017-01-01,2017-Q1,Hiking,0,0,0.0,0.0,0.0
2017-04-01,2017-Q2,Hiking,12,1,11.62,36.0,2.5352828571130672
2017-07-01,2017-Q3,Hiking,31,3,10.0,75.3,2.3978952727983707
2017-10-01,2017-Q4,Hiking,20,4,6.45,88.8,2.0082140323914683
2018-01-01,2018-Q1,Hiking,16,4,15.49,101.5,2.8027541365715076
2018-04-01,2018-Q2,Hiking,0,6,0.0,92.5,0.0
2018-07-01,2018-Q3,Hiking,11,6,10.65,104.8,2.4553061800117097
2018-10-01,2018-Q4,Hiking,48,6,23.24,79.2,3.1880041612011136
2019-01-01,2019-Q1,Hiking,2,19,1.94,50.8,1.0784095813505903
2019-04-01,2019-Q2,Hiking,0,27,0.0,79.8,0.0
2019-07-01,2019-Q3,Hiking,12,17,11.62,107.1,2.5352828571130672
2019-10-01,2019-Q4,Hiking,44,11,14.2,93.8,2.7212954278522306
2020-01-01,2020-Q1,Hiking,25,11,8.07,93.6,2.2049722641270453
2020-04-01,2020-Q2,Hiking,44,11,7.1,86.1,2.0918640616783932
2020-07-01,2020-Q3,Hiking,38,7,6.13,124.1,1.9643112344262046
2020-10-01,2020-Q4,Hiking,29,4,9.36,69.0,2.337952236831337
2021-01-01,2021-Q1,Hiking,47,7,11.38,89.9,2.5160822672564502
2021-04-01,2021-Q2,Hiking,74,20,11.94,68.2,2.5603232890727545
2021-07-01,2021-Q3,Hiking,129,27,12.49,105.1,2.6019486702196644
2021-10-01,2021-Q4,Hiking,59,18,6.35,112.2,1.9947003132247452
2022-01-01,2022-Q1,Hiking,69,12,13.36,106.8,2.664446563620078
2022-04-01,2022-Q2,Hiking,87,8,16.85,110.4,2.8820035082256483
2022-07-01,2022-Q3,Hiking,106,8,12.83,92.8,2.626840145676667
2022-10-01,2022-Q4,Hiking,102,7,14.11,109.1,2.715356776284648
2023-01-01,2023-Q1,Hiking,528,9,85.2,69.2,4.456670177669648
2023-04-01,2023-Q2,Hiking,460,16,40.49,80.6,3.725452434344777
2023-07-01,2023-Q3,Hiking,648,17,52.28,89.1,3.9755610262321337
2023-10-01,2023-Q4,Hiking,1407,11,170.27,122.1,5.143241258644277
2024-01-01,2024-Q1,Hiking,365,13,32.12,76.2,3.500137329517059
2024-04-01,2024-Q2,Hiking,586,15,43.64,110.9,3.7986303180730556
2024-07-01,2024-Q3,Hiking,1461,13,108.8,76.2,4.69866052907543
2024-10-01,2024-Q4,Hiking,518,13,41.79,100.5,3.7563044304287256
2015-01-01,2015-Q1,Ice Climbing,0,0,0.0,0.0,0.0
2015-04-01,2015-Q2,Ice Climbing,2,1,1.15,70.0,0.7654678421395714
2015-07-01,2015-Q3,Ice Climbing,0,1,0.0,162.0,0.0
2015-10-01,2015-Q4,Ice Climbing,0,0,0.0,0.0,0.0
2016-01-01,2016-Q1,Ice Climbing,0,0,0.0,0.0,0.0
2016-04-01,2016-Q2,Ice Climbing,2,2,0.57,27.0,0.4510756193602167
2016-07-01,2016-Q3,Ice Climbing,0,3,0.0,98.0,0.0
2016-10-01,2016-Q4,Ice Climbing,0,1,0.0,148.0,0.0
2017-01-01,2017-Q1,Ice Climbing,0,0,0.0,0.0,0.0
2017-04-01,2017-Q2,Ice Climbing,0,0,0.0,0.0,0.0
2017-07-01,2017-Q3,Ice Climbing,0,0,0.0,0.0,0.0
2017-10-01,2017-Q4,Ice Climbing,0,0,0.0,0.0,0.0
2018-01-01,2018-Q1,Ice Climbing,0,0,0.0,0.0,0.0
2018-04-01,2018-Q2,Ice Climbing,0,0,0.0,0.0,0.0
2018-07-01,2018-Q3,Ice Climbing,0,1,0.0,9.0,0.0
2018-10-01,2018-Q4,Ice Climbing,0,1,0.0,101.0,0.0
2019-01-01,2019-Q1,Ice Climbing,1,2,0.21,31.5,0.1906203596086497
2019-04-01,2019-Q2,Ice Climbing,0,2,0.0,122.5,0.0
2019-07-01,2019-Q3,Ice Climbing,0,0,0.0,0.0,0.0
2019-10-01,2019-Q4,Ice Climbing,0,0,0.0,0.0,0.0
2020-01-01,2020-Q1,Ice Climbing,0,0,0.0,0.0,0.0
2020-04-01,2020-Q2,Ice Climbing,0,0,0.0,0.0,0.0
2020-07-01,2020-Q3,Ice Climbing,5,7,0.81,40.9,0.5933268452777344
2020-10-01,2020-Q4,Ice Climbing,8,11,0.7,109.4,0.5306282510621704
2021-01-01,2021-Q1,Ice Climbing,14,5,1.19,139.6,0.7839015438284094
2021-04-01,2021-Q2,Ice Climbing,2,6,0.14,28.8,0.1310282624064041
2021-07-01,2021-Q3,Ice Climbing,4,9,0.19,77.9,0.173953307123438
2021-10-01,2021-Q4,Ice Climbing,5,6,0.35,118.3,0.30010459245033805
2022-01-01,2022-Q1,Ice Climbing,18,6,4.99,93.8,1.7900914121273581
2022-04-01,2022-Q2,Ice Climbing,5,5,0.96,138.6,0.6729444732424258
2022-07-01,2022-Q3,Ice Climbing,10,8,1.12,60.6,0.7514160886839212
2022-10-01,2022-Q4,Ice Climbing,142,24,7.33,66.8,2.1198634561787513
2023-01-01,2023-Q1,Ice Climbing,73,20,3.26,116.2,1.449269160281279
2023-04-01,2023-Q2,Ice Climbing,3,3,1.0,145.3,0.6931471805599453
2023-07-01,2023-Q3,Ice Climbing,15,2,4.31,9.0,1.6695918352538475
2023-10-01,2023-Q4,Ice Climbing,87,8,9.54,59.4,2.355177543113216
2024-01-01,2024-Q1,Ice Climbing,66,9,4.74,109.3,1.747459210331475
2024-04-01,2024-Q2,Ice Climbing,2,5,0.57,98.4,0.4510756193602167
2024-07-01,2024-Q3,Ice Climbing,8,3,1.7,87.7,0.9932517730102833
2024-10-01,2024-Q4,Ice Climbing,136,6,70.26,33.2,4.26633516017769
2015-01-01,2015-Q1,Kayaking,0,0,0.0,0.0,0.0
2015-04-01,2015-Q2,Kayaking,0,0,0.0,0.0,0.0
2015-07-01,2015-Q3,Kayaking,0,0,0.0,0.0,0.0
2015-10-01,2015-Q4,Kayaking,0,0,0.0,0.0,0.0
2016-01-01,2016-Q1,Kayaking,0,0,0.0,0.0,0.0
2016-04-01,2016-Q2,Kayaking,0,5,0.0,27.0,0.0
2016-07-01,2016-Q3,Kayaking,0,8,0.0,102.4,0.0
2016-10-01,2016-Q4,Kayaking,0,3,0.0,166.7,0.0
2017-01-01,2017-Q1,Kayaking,30,1,19.79,49.0,3.0344721018699214
2017-04-01,2017-Q2,Kayaking,34,2,22.43,77.0,3.1540172525197043
2017-07-01,2017-Q3,Kayaking,4,4,1.32,54.0,0.8415671856782186
2017-10-01,2017-Q4,Kayaking,11,12,1.45,72.4,0.8960880245566356
2018-01-01,2018-Q1,Kayaking,471,17,28.25,98.8,3.3758795736778655
2018-04-01,2018-Q2,Kayaking,295,13,14.97,105.2,2.770711962226921
2018-07-01,2018-Q3,Kayaking,307,12,18.42,79.7,2.966303462863179
2018-10-01,2018-Q4,Kayaking,196,13,11.76,102.0,2.546315277916644
2019-01-01,2019-Q1,Kayaking,132,9,10.89,126.8,2.4756977107026903
2019-04-01,2019-Q2,Kayaking,772,13,39.18,54.7,3.6933693593867885
2019-07-01,2019-Q3,Kayaking,1126,16,46.44,94.1,3.85946575468947
2019-10-01,2019-Q4,Kayaking,205,11,12.3,97.5,2.5877640352277083
2020-01-01,2020-Q1,Kayaking,249,10,16.43,91.9,2.8581928595319295
2020-04-01,2020-Q2,Kayaking,316,9,23.17,105.4,3.1851121947153915
2020-07-01,2020-Q3,Kayaking,539,11,44.46,77.8,3.8168328184243974
2020-10-01,2020-Q4,Kayaking,189,11,20.78,102.9,3.0809921175048145
2021-01-01,2021-Q1,Kayaking,111,4,36.62,149.8,3.627535823872884
2021-04-01,2021-Q2,Kayaking,561,10,52.88,48.3,3.986759351542163
2021-07-01,2021-Q3,Kayaking,137,18,12.91,103.9,2.6326080059353516
2021-10-01,2021-Q4,Kayaking,29,10,19.14,131.6,3.0027078872904163
2022-01-01,2022-Q1,Kayaking,5,6,3.3,70.7,1.4586150226995167
2022-04-01,2022-Q2,Kayaking,213,22,17.57,57.7,2.9215473753646144
2022-07-01,2022-Q3,Kayaking,565,30,28.68,102.6,3.39047341829918
2022-10-01,2022-Q4,Kayaking,228,20,15.04,105.4,2.7750856024383683
2023-01-01,2023-Q1,Kayaking,46,8,6.07,134.6,1.9558604799084813
2023-04-01,2023-Q2,Kayaking,66,11,14.52,31.5,2.7421295147550726
2023-07-01,2023-Q3,Kayaking,43,13,9.46,114.3,2.347558458636777
2023-10-01,2023-Q4,Kayaking,309,3,203.89,128.0,5.322473249759108
2024-01-01,2024-Q1,Kayaking,14,1,9.24,163.0,2.3263016196113617
2024-04-01,2024-Q2,Kayaking,0,4,0.0,29.0,0.0
2024-07-01,2024-Q3,Kayaking,32,6,21.11,103.7,3.096029994869355
2024-10-01,2024-Q4,Kayaking,5,2,3.3,161.0,1.4586150226995167
2015-01-01,2015-Q1,Kitesurfing,0,0,0.0,0.0,0.0
2015-04-01,2015-Q2,Kitesurfing,0,1,0.0,88.0,0.0
2015-07-01,2015-Q3,Kitesurfing,1,1,0.8,180.0,0.5877866649021191
2015-10-01,2015-Q4,Kitesurfing,3,2,1.2,33.0,0.7884573603642702
2016-01-01,2016-Q1,Kitesurfing,0,2,0.0,124.0,0.0
2016-04-01,2016-Q2,Kitesurfing,0,1,0.0,7.0,0.0
2016-07-01,2016-Q3,Kitesurfing,2,3,0.53,83.0,0.4252677354043441
2016-10-01,2016-Q4,Kitesurfing,1,4,0.2,127.5,0.18232155679395465
2017-01-01,2017-Q1,Kitesurfing,2,3,0.53,134.0,0.4252677354043441
2017-04-01,2017-Q2,Kitesurfing,4,2,1.6,101.0,0.9555114450274363
2017-07-01,2017-Q3,Kitesurfing,0,1,0.0,157.0,0.0
2017-10-01,2017-Q4,Kitesurfing,0,1,0.0,88.0,0.0
2018-01-01,2018-Q1,Kitesurfing,0,1,0.0,178.0,0.0
2018-04-01,2018-Q2,Kitesurfing,1,1,0.8,28.0,0.5877866649021191
2018-07-01,2018-Q3,Kitesurfing,2,1,1.6,120.0,0.9555114450274363
2018-10-01,2018-Q4,Kitesurfing,0,0,0.0,0.0,0.0
2019-01-01,2019-Q1,Kitesurfing,3,1,2.39,70.0,1.220829921392359
2019-04-01,2019-Q2,Kitesurfing,3,1,2.39,161.0,1.220829921392359
2019-07-01,2019-Q3,Kitesurfing,0,5,0.0,53.0,0.0
2019-10-01,2019-Q4,Kitesurfing,0,10,0.0,103.0,0.0
2020-01-01,2020-Q1,Kitesurfing,0,7,0.0,115.1,0.0
2020-04-01,2020-Q2,Kitesurfing,0,3,0.0,94.0,0.0
2020-07-01,2020-Q3,Kitesurfing,8,7,6.38,52.3,1.998773638612381
2020-10-01,2020-Q4,Kitesurfing,24,9,9.57,99.6,2.3580197998821464
2021-01-01,2021-Q1,Kitesurfing,22,8,5.85,61.1,1.9242486522741338
2021-04-01,2021-Q2,Kitesurfing,23,6,6.12,102.0,1.9629077254238845
2021-07-01,2021-Q3,Kitesurfing,2,9,1.6,43.6,0.9555114450274363
