sport,article,date,pageviews
Hang Gliding,Hang_gliding,2023-08-01,15065
Hang Gliding,Hang_gliding,2023-09-01,13657
Hang Gliding,Hang_gliding,2023-10-01,18347
Hang Gliding,Hang_gliding,2023-11-01,13432
Hang Gliding,Hang_gliding,2023-12-01,24274
Hang Gliding,Hang_gliding,2024-01-01,17728
Hang Gliding,Hang_gliding,2024-02-01,14222
Hang Gliding,Hang_gliding,2024-03-01,15577
Hang Gliding,Hang_gliding,2024-04-01,13453
Hang Gliding,Hang_gliding,2024-05-01,11057
Hang Gliding,Hang_gliding,2024-06-01,9244
Hang Gliding,Hang_gliding,2024-07-01,9471
Hang Gliding,Hang_gliding,2024-08-01,8453
Hang Gliding,Hang_gliding,2024-09-01,8054
Hang Gliding,Hang_gliding,2024-10-01,9157
Hang Gliding,Hang_gliding,2024-11-01,8668
Hang Gliding,Hang_gliding,2024-12-01,7733
Hiking,Hiking,2015-07-01,26750
Hiking,Hiking,2015-08-01,27539
Hiking,Hiking,2015-09-01,26060
Hiking,Hiking,2015-10-01,27211
Hiking,Hiking,2015-11-01,25171
Hiking,Hiking,2015-12-01,22400
Hiking,Hiking,2016-01-01,27972
Hiking,Hiking,2016-02-01,29675
Hiking,Hiking,2016-03-01,31997
Hiking,Hiking,2016-04-01,29975
Hiking,Hiking,2016-05-01,31238
Hiking,Hiking,2016-06-01,28747
Hiking,Hiking,2016-07-01,29808
Hiking,Hiking,2016-08-01,30792
Hiking,Hiking,2016-09-01,30213
Hiking,Hiking,2016-10-01,30480
Hiking,Hiking,2016-11-01,27121
Hiking,Hiking,2016-12-01,23799
Hiking,Hiking,2017-01-01,29154
Hiking,Hiking,2017-02-01,28441
Hiking,Hiking,2017-03-01,32587
Hiking,Hiking,2017-04-01,30450
Hiking,Hiking,2017-05-01,31068
Hiking,Hiking,2017-06-01,28750
Hiking,Hiking,2017-07-01,32424
Hiking,Hiking,2017-08-01,31271
Hiking,Hiking,2017-09-01,31925
Hiking,Hiking,2017-10-01,30278
Hiking,Hiking,2017-11-01,29345
Hiking,Hiking,2017-12-01,23543
Hiking,Hiking,2018-01-01,31894
Hiking,Hiking,2018-02-01,30721
Hiking,Hiking,2018-03-01,33639
Hiking,Hiking,2018-04-01,27517
Hiking,Hiking,2018-05-01,28991
Hiking,Hiking,2018-06-01,23771
Hiking,Hiking,2018-07-01,28435
Hiking,Hiking,2018-08-01,28576
Hiking,Hiking,2018-09-01,25756
Hiking,Hiking,2018-10-01,25811
Hiking,Hiking,2018-11-01,25187
Hiking,Hiking,2018-12-01,22625
Hiking,Hiking,2019-01-01,29552
Hiking,Hiking,2019-02-01,25844
Hiking,Hiking,2019-03-01,27574
Hiking,Hiking,2019-04-01,22764
Hiking,Hiking,2019-05-01,23126
Hiking,Hiking,2019-06-01,24730
Hiking,Hiking,2019-07-01,27571
Hiking,Hiking,2019-08-01,25924
Hiking,Hiking,2019-09-01,24416
Hiking,Hiking,2019-10-01,27494
Hiking,Hiking,2019-11-01,23503
Hiking,Hiking,2019-12-01,23758
Hiking,Hiking,2020-01-01,27984
Hiking,Hiking,2020-02-01,25434
Hiking,Hiking,2020-03-01,23262
Hiking,Hiking,2020-04-01,24066
Hiking,Hiking,2020-05-01,22591
Hiking,Hiking,2020-06-01,22503
Hiking,Hiking,2020-07-01,24627
Hiking,Hiking,2020-08-01,25711
Hiking,Hiking,2020-09-01,25081
Hiking,Hiking,2020-10-01,24179
Hiking,Hiking,2020-11-01,24607
Hiking,Hiking,2020-12-01,21802
Hiking,Hiking,2021-01-01,23771
Hiking,Hiking,2021-02-01,21925
Hiking,Hiking,2021-03-01,26533
Hiking,Hiking,2021-04-01,24683
Hiking,Hiking,2021-05-01,24200
Hiking,Hiking,2021-06-01,22197
Hiking,Hiking,2021-07-01,23342
Hiking,Hiking,2021-08-01,22137
Hiking,Hiking,2021-09-01,22012
Hiking,Hiking,2021-10-01,21185
Hiking,Hiking,2021-11-01,19294
Hiking,Hiking,2021-12-01,18718
Hiking,Hiking,2022-01-01,22518
Hiking,Hiking,2022-02-01,22715
Hiking,Hiking,2022-03-01,22238
Hiking,Hiking,2022-04-01,21480
Hiking,Hiking,2022-05-01,24562
Hiking,Hiking,2022-06-01,22560
Hiking,Hiking,2022-07-01,24314
Hiking,Hiking,2022-08-01,31583
Hiking,Hiking,2022-09-01,32840
Hiking,Hiking,2022-10-01,33392
Hiking,Hiking,2022-11-01,29633
Hiking,Hiking,2022-12-01,19016
Hiking,Hiking,2023-01-01,25550
Hiking,Hiking,2023-02-01,26496
Hiking,Hiking,2023-03-01,31598
Hiking,Hiking,2023-04-01,24266
Hiking,Hiking,2023-05-01,33376
Hiking,Hiking,2023-06-01,29428
Hiking,Hiking,2023-07-01,26850
Hiking,Hiking,2023-08-01,29137
Hiking,Hiking,2023-09-01,27322
Hiking,Hiking,2023-10-01,29362
Hiking,Hiking,2023-11-01,26381
Hiking,Hiking,2023-12-01,25636
Hiking,Hiking,2024-01-01,36583
Hiking,Hiking,2024-02-01,28662
Hiking,Hiking,2024-03-01,30027
Hiking,Hiking,2024-04-01,33700
Hiking,Hiking,2024-05-01,28561
Hiking,Hiking,2024-06-01,19290
Hiking,Hiking,2024-07-01,20897
Hiking,Hiking,2024-08-01,20479
Hiking,Hiking,2024-09-01,19734
Hiking,Hiking,2024-10-01,20830
Hiking,Hiking,2024-11-01,17809
Hiking,Hiking,2024-12-01,16090
Ice Climbing,Ice_climbing,2015-07-01,3370
Ice Climbing,Ice_climbing,2015-08-01,3255
Ice Climbing,Ice_climbing,2015-09-01,4607
Ice Climbing,Ice_climbing,2015-10-01,5051
Ice Climbing,Ice_climbing,2015-11-01,5198
Ice Climbing,Ice_climbing,2015-12-01,6163
Ice Climbing,Ice_climbing,2016-01-01,7490
Ice Climbing,Ice_climbing,2016-02-01,6387
Ice Climbing,Ice_climbing,2016-03-01,5302
Ice Climbing,Ice_climbing,2016-04-01,4769
Ice Climbing,Ice_climbing,2016-05-01,5285
Ice Climbing,Ice_climbing,2016-06-01,4405
Ice Climbing,Ice_climbing,2016-07-01,3085
Ice Climbing,Ice_climbing,2016-08-01,3846
Ice Climbing,Ice_climbing,2016-09-01,4987
Ice Climbing,Ice_climbing,2016-10-01,5030
Ice Climbing,Ice_climbing,2016-11-01,4815
Ice Climbing,Ice_climbing,2016-12-01,5357
Ice Climbing,Ice_climbing,2017-01-01,6753
Ice Climbing,Ice_climbing,2017-02-01,5966
Ice Climbing,Ice_climbing,2017-03-01,5449
Ice Climbing,Ice_climbing,2017-04-01,4285
Ice Climbing,Ice_climbing,2017-05-01,4343
Ice Climbing,Ice_climbing,2017-06-01,3614
Ice Climbing,Ice_climbing,2017-07-01,3247
Ice Climbing,Ice_climbing,2017-08-01,3375
Ice Climbing,Ice_climbing,2017-09-01,4107
Ice Climbing,Ice_climbing,2017-10-01,4740
Ice Climbing,Ice_climbing,2017-11-01,4813
Ice Climbing,Ice_climbing,2017-12-01,4826
Ice Climbing,Ice_climbing,2018-01-01,6373
Ice Climbing,Ice_climbing,2018-02-01,6354
Ice Climbing,Ice_climbing,2018-03-01,5029
Ice Climbing,Ice_climbing,2018-04-01,3871
Ice Climbing,Ice_climbing,2018-05-01,4028
Ice Climbing,Ice_climbing,2018-06-01,2983
Ice Climbing,Ice_climbing,2018-07-01,3152
Ice Climbing,Ice_climbing,2018-08-01,3392
Ice Climbing,Ice_climbing,2018-09-01,3680
Ice Climbing,Ice_climbing,2018-10-01,4141
Ice Climbing,Ice_climbing,2018-11-01,4605
Ice Climbing,Ice_climbing,2018-12-01,4481
Ice Climbing,Ice_climbing,2019-01-01,5993
Ice Climbing,Ice_climbing,2019-02-01,5394
Ice Climbing,Ice_climbing,2019-03-01,5166
Ice Climbing,Ice_climbing,2019-04-01,3644
Ice Climbing,Ice_climbing,2019-05-01,3784
Ice Climbing,Ice_climbing,2019-06-01,3061
Ice Climbing,Ice_climbing,2019-07-01,3125
Ice Climbing,Ice_climbing,2019-08-01,3103
Ice Climbing,Ice_climbing,2019-09-01,3855
Ice Climbing,Ice_climbing,2019-10-01,4078
Ice Climbing,Ice_climbing,2019-11-01,4554
Ice Climbing,Ice_climbing,2019-12-01,5024
Ice Climbing,Ice_climbing,2020-01-01,5997
Ice Climbing,Ice_climbing,2020-02-01,5251
Ice Climbing,Ice_climbing,2020-03-01,4615
Ice Climbing,Ice_climbing,2020-04-01,4158
Ice Climbing,Ice_climbing,2020-05-01,3386
Ice Climbing,Ice_climbing,2020-06-01,3010
Ice Climbing,Ice_climbing,2020-07-01,2844
Ice Climbing,Ice_climbing,2020-08-01,2804
Ice Climbing,Ice_climbing,2020-09-01,3508
Ice Climbing,Ice_climbing,2020-10-01,3765
Ice Climbing,Ice_climbing,2020-11-01,4221
Ice Climbing,Ice_climbing,2020-12-01,4961
Ice Climbing,Ice_climbing,2021-01-01,5314
Ice Climbing,Ice_climbing,2021-02-01,5332
Ice Climbing,Ice_climbing,2021-03-01,4121
Ice Climbing,Ice_climbing,2021-04-01,4102
Ice Climbing,Ice_climbing,2021-05-01,3688
Ice Climbing,Ice_climbing,2021-06-01,3026
Ice Climbing,Ice_climbing,2021-07-01,2953
Ice Climbing,Ice_climbing,2021-08-01,3266
Ice Climbing,Ice_climbing,2021-09-01,3296
Ice Climbing,Ice_climbing,2021-10-01,3328
Ice Climbing,Ice_climbing,2021-11-01,3978
Ice Climbing,Ice_climbing,2021-12-01,5357
Ice Climbing,Ice_climbing,2022-01-01,6562
Ice Climbing,Ice_climbing,2022-02-01,6888
Ice Climbing,Ice_climbing,2022-03-01,5033
Ice Climbing,Ice_climbing,2022-04-01,3956
Ice Climbing,Ice_climbing,2022-05-01,3972
Ice Climbing,Ice_climbing,2022-06-01,3016
Ice Climbing,Ice_climbing,2022-07-01,2868
Ice Climbing,Ice_climbing,2022-08-01,3331
Ice Climbing,Ice_climbing,2022-09-01,3812
Ice Climbing,Ice_climbing,2022-10-01,4506
Ice Climbing,Ice_climbing,2022-11-01,4422
Ice Climbing,Ice_climbing,2022-12-01,5054
Ice Climbing,Ice_climbing,2023-01-01,5388
Ice Climbing,Ice_climbing,2023-02-01,5142
Ice Climbing,Ice_climbing,2023-03-01,5036
Ice Climbing,Ice_climbing,2023-04-01,4177
Ice Climbing,Ice_climbing,2023-05-01,6791
Ice Climbing,Ice_climbing,2023-06-01,4344
Ice Climbing,Ice_climbing,2023-07-01,3958
Ice Climbing,Ice_climbing,2023-08-01,3773
Ice Climbing,Ice_climbing,2023-09-01,4603
Ice Climbing,Ice_climbing,2023-10-01,4826
Ice Climbing,Ice_climbing,2023-11-01,5508
Ice Climbing,Ice_climbing,2023-12-01,5736
Ice Climbing,Ice_climbing,2024-01-01,8012
Ice Climbing,Ice_climbing,2024-02-01,6507
Ice Climbing,Ice_climbing,2024-03-01,5714
Ice Climbing,Ice_climbing,2024-04-01,5611
Ice Climbing,Ice_climbing,2024-05-01,5896
Ice Climbing,Ice_climbing,2024-06-01,3866
Ice Climbing,Ice_climbing,2024-07-01,3755
Ice Climbing,Ice_climbing,2024-08-01,4166
Ice Climbing,Ice_climbing,2024-09-01,4318
Ice Climbing,Ice_climbing,2024-10-01,4783
Ice Climbing,Ice_climbing,2024-11-01,4208
Ice Climbing,Ice_climbing,2024-12-01,5399
Kayaking,Kayaking,2015-07-01,25508
Kayaking,Kayaking,2015-08-01,13236
Kayaking,Kayaking,2015-09-01,11992
Kayaking,Kayaking,2015-10-01,11053
Kayaking,Kayaking,2015-11-01,9404
Kayaking,Kayaking,2015-12-01,9624
Kayaking,Kayaking,2016-01-01,10686
Kayaking,Kayaking,2016-02-01,11366
Kayaking,Kayaking,2016-03-01,12254
Kayaking,Kayaking,2016-04-01,24597
Kayaking,Kayaking,2016-05-01,15124
Kayaking,Kayaking,2016-06-01,14715
Kayaking,Kayaking,2016-07-01,13681
Kayaking,Kayaking,2016-08-01,16703
Kayaking,Kayaking,2016-09-01,12617
Kayaking,Kayaking,2016-10-01,11742
Kayaking,Kayaking,2016-11-01,10269
Kayaking,Kayaking,2016-12-01,9235
Kayaking,Kayaking,2017-01-01,11225
Kayaking,Kayaking,2017-02-01,11577
Kayaking,Kayaking,2017-03-01,14977
Kayaking,Kayaking,2017-04-01,14056
Kayaking,Kayaking,2017-05-01,16391
Kayaking,Kayaking,2017-06-01,17253
Kayaking,Kayaking,2017-07-01,18041
Kayaking,Kayaking,2017-08-01,16323
Kayaking,Kayaking,2017-09-01,14655
Kayaking,Kayaking,2017-10-01,12971
Kayaking,Kayaking,2017-11-01,14200
Kayaking,Kayaking,2017-12-01,12190
Kayaking,Kayaking,2018-01-01,15397
Kayaking,Kayaking,2018-02-01,12845
Kayaking,Kayaking,2018-03-01,14446
Kayaking,Kayaking,2018-04-01,13692
Kayaking,Kayaking,2018-05-01,16857
Kayaking,Kayaking,2018-06-01,16607
Kayaking,Kayaking,2018-07-01,19211
Kayaking,Kayaking,2018-08-01,16096
Kayaking,Kayaking,2018-09-01,13985
Kayaking,Kayaking,2018-10-01,11699
Kayaking,Kayaking,2018-11-01,12602
Kayaking,Kayaking,2018-12-01,11282
Kayaking,Kayaking,2019-01-01,13958
Kayaking,Kayaking,2019-02-01,11761
Kayaking,Kayaking,2019-03-01,13326
Kayaking,Kayaking,2019-04-01,12441
Kayaking,Kayaking,2019-05-01,14384
Kayaking,Kayaking,2019-06-01,14270
Kayaking,Kayaking,2019-07-01,16612
Kayaking,Kayaking,2019-08-01,14381
Kayaking,Kayaking,2019-09-01,13077
Kayaking,Kayaking,2019-10-01,11040
Kayaking,Kayaking,2019-11-01,11337
Kayaking,Kayaking,2019-12-01,10013
Kayaking,Kayaking,2020-01-01,11197
Kayaking,Kayaking,2020-02-01,8801
Kayaking,Kayaking,2020-03-01,8775
Kayaking,Kayaking,2020-04-01,8925
Kayaking,Kayaking,2020-05-01,8028
Kayaking,Kayaking,2020-06-01,9012
Kayaking,Kayaking,2020-07-01,9184
Kayaking,Kayaking,2020-08-01,9177
Kayaking,Kayaking,2020-09-01,8440
Kayaking,Kayaking,2020-10-01,7931
Kayaking,Kayaking,2020-11-01,7382
Kayaking,Kayaking,2020-12-01,7515
Kayaking,Kayaking,2021-01-01,8639
Kayaking,Kayaking,2021-02-01,8738
Kayaking,Kayaking,2021-03-01,9491
Kayaking,Kayaking,2021-04-01,8856
Kayaking,Kayaking,2021-05-01,8704
Kayaking,Kayaking,2021-06-01,9064
Kayaking,Kayaking,2021-07-01,11025
Kayaking,Kayaking,2021-08-01,9888
Kayaking,Kayaking,2021-09-01,8326
Kayaking,Kayaking,2021-10-01,8014
Kayaking,Kayaking,2021-11-01,7687
Kayaking,Kayaking,2021-12-01,7795
Kayaking,Kayaking,2022-01-01,8078
Kayaking,Kayaking,2022-02-01,8727
Kayaking,Kayaking,2022-03-01,10313
Kayaking,Kayaking,2022-04-01,9330
Kayaking,Kayaking,2022-05-01,9987
Kayaking,Kayaking,2022-06-01,10735
Kayaking,Kayaking,2022-07-01,12618
Kayaking,Kayaking,2022-08-01,14434
Kayaking,Kayaking,2022-09-01,15390
Kayaking,Kayaking,2022-10-01,15666
Kayaking,Kayaking,2022-11-01,15857
Kayaking,Kayaking,2022-12-01,9491
Kayaking,Kayaking,2023-01-01,11989
Kayaking,Kayaking,2023-02-01,14804
Kayaking,Kayaking,2023-03-01,19214
Kayaking,Kayaking,2023-04-01,12028
Kayaking,Kayaking,2023-05-01,21625
Kayaking,Kayaking,2023-06-01,18703
Kayaking,Kayaking,2023-07-01,20286
Kayaking,Kayaking,2023-08-01,21127
Kayaking,Kayaking,2023-09-01,20208
Kayaking,Kayaking,2023-10-01,18208
Kayaking,Kayaking,2023-11-01,15534
Kayaking,Kayaking,2023-12-01,14437
Kayaking,Kayaking,2024-01-01,16787
Kayaking,Kayaking,2024-02-01,13648
Kayaking,Kayaking,2024-03-01,17853
Kayaking,Kayaking,2024-04-01,18496
Kayaking,Kayaking,2024-05-01,14499
Kayaking,Kayaking,2024-06-01,10682
Kayaking,Kayaking,2024-07-01,10596
Kayaking,Kayaking,2024-08-01,9932
Kayaking,Kayaking,2024-09-01,9337
Kayaking,Kayaking,2024-10-01,8961
Kayaking,Kayaking,2024-11-01,8230
Kayaking,Kayaking,2024-12-01,7597
Kitesurfing,Kitesurfing,2015-07-01,21615
Kitesurfing,Kitesurfing,2015-08-01,20847
Kitesurfing,Kitesurfing,2015-09-01,16101
Kitesurfing,Kitesurfing,2015-10-01,14850
Kitesurfing,Kitesurfing,2015-11-01,14720
Kitesurfing,Kitesurfing,2015-12-01,13918
Kitesurfing,Kitesurfing,2016-01-01,16752
Kitesurfing,Kitesurfing,2016-02-01,15886
Kitesurfing,Kitesurfing,2016-03-01,15975
Kitesurfing,Kitesurfing,2016-04-01,17004
Kitesurfing,Kitesurfing,2016-05-01,18255
Kitesurfing,Kitesurfing,2016-06-01,20053
Kitesurfing,Kitesurfing,2016-07-01,20838
Kitesurfing,Kitesurfing,2016-08-01,21246
Kitesurfing,Kitesurfing,2016-09-01,17201
Kitesurfing,Kitesurfing,2016-10-01,16306
Kitesurfing,Kitesurfing,2016-11-01,13920
Kitesurfing,Kitesurfing,2016-12-01,13330
Kitesurfing,Kitesurfing,2017-01-01,15848
Kitesurfing,Kitesurfing,2017-02-01,16246
Kitesurfing,Kitesurfing,2017-03-01,16978
Kitesurfing,Kitesurfing,2017-04-01,16582
Kitesurfing,Kitesurfing,2017-05-01,16733
Kitesurfing,Kitesurfing,2017-06-01,17008
Kitesurfing,Kitesurfing,2017-07-01,18374
Kitesurfing,Kitesurfing,2017-08-01,19736
Kitesurfing,Kitesurfing,2017-09-01,16196
Kitesurfing,Kitesurfing,2017-10-01,16853
Kitesurfing,Kitesurfing,2017-11-01,7294
Kitesurfing,Kitesurfing,2017-12-01,5802
Kitesurfing,Kitesurfing,2018-01-01,5778
Kitesurfing,Kitesurfing,2018-02-01,4928
Kitesurfing,Kitesurfing,2018-03-01,5181
Kitesurfing,Kitesurfing,2018-04-01,5332
Kitesurfing,Kitesurfing,2018-05-01,4859
Kitesurfing,Kitesurfing,2018-06-01,5377
Kitesurfing,Kitesurfing,2018-07-01,8072
Kitesurfing,Kitesurfing,2018-08-01,5599
Kitesurfing,Kitesurfing,2018-09-01,4759
Kitesurfing,Kitesurfing,2018-10-01,4904
Kitesurfing,Kitesurfing,2018-11-01,4358
Kitesurfing,Kitesurfing,2018-12-01,4552
Kitesurfing,Kitesurfing,2019-01-01,4917
Kitesurfing,Kitesurfing,2019-02-01,4073
Kitesurfing,Kitesurfing,2019-03-01,4976
Kitesurfing,Kitesurfing,2019-04-01,5073
Kitesurfing,Kitesurfing,2019-05-01,4054
Kitesurfing,Kitesurfing,2019-06-01,3969
Kitesurfing,Kitesurfing,2019-07-01,6012
Kitesurfing,Kitesurfing,2019-08-01,5469
Kitesurfing,Kitesurfing,2019-09-01,6251
Kitesurfing,Kitesurfing,2019-10-01,4049
Kitesurfing,Kitesurfing,2019-11-01,4099
Kitesurfing,Kitesurfing,2019-12-01,3504
Kitesurfing,Kitesurfing,2020-01-01,3963
Kitesurfing,Kitesurfing,2020-02-01,3836
Kitesurfing,Kitesurfing,2020-03-01,3712
Kitesurfing,Kitesurfing,2020-04-01,5122
Kitesurfing,Kitesurfing,2020-05-01,4228
Kitesurfing,Kitesurfing,2020-06-01,5015
Kitesurfing,Kitesurfing,2020-07-01,4636
Kitesurfing,Kitesurfing,2020-08-01,4223
Kitesurfing,Kitesurfing,2020-09-01,3968
Kitesurfing,Kitesurfing,2020-10-01,3969
Kitesurfing,Kitesurfing,2020-11-01,3356
Kitesurfing,Kitesurfing,2020-12-01,3146
Kitesurfing,Kitesurfing,2021-01-01,3931
Kitesurfing,Kitesurfing,2021-02-01,3384
Kitesurfing,Kitesurfing,2021-03-01,4625
Kitesurfing,Kitesurfing,2021-04-01,3487
Kitesurfing,Kitesurfing,2021-05-01,3479
Kitesurfing,Kitesurfing,2021-06-01,3337
Kitesurfing,Kitesurfing,2021-07-01,4370
Kitesurfing,Kitesurfing,2021-08-01,3681
Kitesurfing,Kitesurfing,2021-09-01,3330
Kitesurfing,Kitesurfing,2021-10-01,3231
Kitesurfing,Kitesurfing,2021-11-01,4707
Kitesurfing,Kitesurfing,2021-12-01,2568
Kitesurfing,Kitesurfing,2022-01-01,3140
Kitesurfing,Kitesurfing,2022-02-01,2581
Kitesurfing,Kitesurfing,2022-03-01,2829
Kitesurfing,Kitesurfing,2022-04-01,2911
Kitesurfing,Kitesurfing,2022-05-01,3194
Kitesurfing,Kitesurfing,2022-06-01,4800
Kitesurfing,Kitesurfing,2022-07-01,5707
Kitesurfing,Kitesurfing,2022-08-01,6185
Kitesurfing,Kitesurfing,2022-09-01,3522
Kitesurfing,Kitesurfing,2022-10-01,4760
Kitesurfing,Kitesurfing,2022-11-01,3630
Kitesurfing,Kitesurfing,2022-12-01,3539
Kitesurfing,Kitesurfing,2023-01-01,4092
Kitesurfing,Kitesurfing,2023-02-01,3059
Kitesurfing,Kitesurfing,2023-03-01,5260
Kitesurfing,Kitesurfing,2023-04-01,3749
Kitesurfing,Kitesurfing,2023-05-01,3195
Kitesurfing,Kitesurfing,2023-06-01,3340
Kitesurfing,Kitesurfing,2023-07-01,4244
Kitesurfing,Kitesurfing,2023-08-01,3897
Kitesurfing,Kitesurfing,2023-09-01,3469
Kitesurfing,Kitesurfing,2023-10-01,4151
Kitesurfing,Kitesurfing,2023-11-01,3877
Kitesurfing,Kitesurfing,2023-12-01,3088
Kitesurfing,Kitesurfing,2024-01-01,3846
Kitesurfing,Kitesurfing,2024-02-01,4046
Kitesurfing,Kitesurfing,2024-03-01,4413
Kitesurfing,Kitesurfing,2024-04-01,4365
Kitesurfing,Kitesurfing,2024-05-01,4071
Kitesurfing,Kitesurfing,2024-06-01,5475
Kitesurfing,Kitesurfing,2024-07-01,16804
Kitesurfing,Kitesurfing,2024-08-01,7473
Kitesurfing,Kitesurfing,2024-09-01,4271
Kitesurfing,Kitesurfing,2024-10-01,3079
Kitesurfing,Kitesurfing,2024-11-01,2688
Kitesurfing,Kitesurfing,2024-12-01,2648
Mountain Biking,Mountain_biking,2015-07-01,14089
Mountain Biking,Mountain_biking,2015-08-01,13707
Mountain Biking,Mountain_biking,2015-09-01,16482
Mountain Biking,Mountain_biking,2015-10-01,16644
Mountain Biking,Mountain_biking,2015-11-01,16614
Mountain Biking,Mountain_biking,2015-12-01,12717
Mountain Biking,Mountain_biking,2016-01-01,14575
Mountain Biking,Mountain_biking,2016-02-01,14554
Mountain Biking,Mountain_biking,2016-03-01,16883
Mountain Biking,Mountain_biking,2016-04-01,16892
Mountain Biking,Mountain_biking,2016-05-01,17401
Mountain Biking,Mountain_biking,2016-06-01,16042
Mountain Biking,Mountain_biking,2016-07-01,13880
Mountain Biking,Mountain_biking,2016-08-01,18331
Mountain Biking,Mountain_biking,2016-09-01,15987
Mountain Biking,Mountain_biking,2016-10-01,16275
Mountain Biking,Mountain_biking,2016-11-01,15193
Mountain Biking,Mountain_biking,2016-12-01,12064
Mountain Biking,Mountain_biking,2017-01-01,14492
Mountain Biking,Mountain_biking,2017-02-01,14424
Mountain Biking,Mountain_biking,2017-03-01,17756
Mountain Biking,Mountain_biking,2017-04-01,15728
Mountain Biking,Mountain_biking,2017-05-01,18160
Mountain Biking,Mountain_biking,2017-06-01,15808
Mountain Biking,Mountain_biking,2017-07-01,14763
Mountain Biking,Mountain_biking,2017-08-01,15376
Mountain Biking,Mountain_biking,2017-09-01,16423
Mountain Biking,Mountain_biking,2017-10-01,17299
Mountain Biking,Mountain_biking,2017-11-01,16238
Mountain Biking,Mountain_biking,2017-12-01,17567
Mountain Biking,Mountain_biking,2018-01-01,16698
Mountain Biking,Mountain_biking,2018-02-01,15144
Mountain Biking,Mountain_biking,2018-03-01,16989
Mountain Biking,Mountain_biking,2018-04-01,16511
Mountain Biking,Mountain_biking,2018-05-01,21164
Mountain Biking,Mountain_biking,2018-06-01,13900
Mountain Biking,Mountain_biking,2018-07-01,14624
Mountain Biking,Mountain_biking,2018-08-01,14668
Mountain Biking,Mountain_biking,2018-09-01,14625
Mountain Biking,Mountain_biking,2018-10-01,15145
Mountain Biking,Mountain_biking,2018-11-01,15222
Mountain Biking,Mountain_biking,2018-12-01,11821
Mountain Biking,Mountain_biking,2019-01-01,13753
Mountain Biking,Mountain_biking,2019-02-01,12643
Mountain Biking,Mountain_biking,2019-03-01,13933
Mountain Biking,Mountain_biking,2019-04-01,14036
Mountain Biking,Mountain_biking,2019-05-01,15148
Mountain Biking,Mountain_biking,2019-06-01,12298
Mountain Biking,Mountain_biking,2019-07-01,14365
Mountain Biking,Mountain_biking,2019-08-01,14541
Mountain Biking,Mountain_biking,2019-09-01,15197
Mountain Biking,Mountain_biking,2019-10-01,18348
Mountain Biking,Mountain_biking,2019-11-01,15800
Mountain Biking,Mountain_biking,2019-12-01,14182
Mountain Biking,Mountain_biking,2020-01-01,21109
Mountain Biking,Mountain_biking,2020-02-01,12279
Mountain Biking,Mountain_biking,2020-03-01,13943
Mountain Biking,Mountain_biking,2020-04-01,15834
Mountain Biking,Mountain_biking,2020-05-01,16905
Mountain Biking,Mountain_biking,2020-06-01,14610
Mountain Biking,Mountain_biking,2020-07-01,14919
Mountain Biking,Mountain_biking,2020-08-01,14587
Mountain Biking,Mountain_biking,2020-09-01,14811
Mountain Biking,Mountain_biking,2020-10-01,16248
Mountain Biking,Mountain_biking,2020-11-01,15467
Mountain Biking,Mountain_biking,2020-12-01,13994
Mountain Biking,Mountain_biking,2021-01-01,13521
Mountain Biking,Mountain_biking,2021-02-01,12637
Mountain Biking,Mountain_biking,2021-03-01,14355
Mountain Biking,Mountain_biking,2021-04-01,14506
Mountain Biking,Mountain_biking,2021-05-01,15008
Mountain Biking,Mountain_biking,2021-06-01,13862
Mountain Biking,Mountain_biking,2021-07-01,14821
Mountain Biking,Mountain_biking,2021-08-01,13407
Mountain Biking,Mountain_biking,2021-09-01,12475
Mountain Biking,Mountain_biking,2021-10-01,12496
Mountain Biking,Mountain_biking,2021-11-01,12230
Mountain Biking,Mountain_biking,2021-12-01,10350
Mountain Biking,Mountain_biking,2022-01-01,11021
Mountain Biking,Mountain_biking,2022-02-01,11548
Mountain Biking,Mountain_biking,2022-03-01,12360
Mountain Biking,Mountain_biking,2022-04-01,11581
Mountain Biking,Mountain_biking,2022-05-01,12424
Mountain Biking,Mountain_biking,2022-06-01,10979
Mountain Biking,Mountain_biking,2022-07-01,13137
Mountain Biking,Mountain_biking,2022-08-01,15110
Mountain Biking,Mountain_biking,2022-09-01,14199
Mountain Biking,Mountain_biking,2022-10-01,13895
Mountain Biking,Mountain_biking,2022-11-01,12057
Mountain Biking,Mountain_biking,2022-12-01,9944
Mountain Biking,Mountain_biking,2023-01-01,11657
Mountain Biking,Mountain_biking,2023-02-01,10719
Mountain Biking,Mountain_biking,2023-03-01,14311
Mountain Biking,Mountain_biking,2023-04-01,11362
Mountain Biking,Mountain_biking,2023-05-01,12114
Mountain Biking,Mountain_biking,2023-06-01,12331
Mountain Biking,Mountain_biking,2023-07-01,12417
Mountain Biking,Mountain_biking,2023-08-01,12357
Mountain Biking,Mountain_biking,2023-09-01,13975
Mountain Biking,Mountain_biking,2023-10-01,14714
Mountain Biking,Mountain_biking,2023-11-01,11976
Mountain Biking,Mountain_biking,2023-12-01,9980
Mountain Biking,Mountain_biking,2024-01-01,12496
Mountain Biking,Mountain_biking,2024-02-01,10850
Mountain Biking,Mountain_biking,2024-03-01,11559
Mountain Biking,Mountain_biking,2024-04-01,10629
Mountain Biking,Mountain_biking,2024-05-01,9562
Mountain Biking,Mountain_biking,2024-06-01,7908
