sport,keyword,date,index
Hiking,where to buy hiking gear,2022-07-01,0
Hiking,where to buy hiking gear,2022-08-01,0
Hiking,where to buy hiking gear,2022-09-01,0
Hiking,where to buy hiking gear,2022-10-01,0
Hiking,where to buy hiking gear,2022-11-01,0
Hiking,where to buy hiking gear,2022-12-01,0
Hiking,where to buy hiking gear,2023-01-01,0
Hiking,where to buy hiking gear,2023-02-01,0
Hiking,where to buy hiking gear,2023-03-01,0
Hiking,where to buy hiking gear,2023-04-01,0
Hiking,where to buy hiking gear,2023-05-01,0
Hiking,where to buy hiking gear,2023-06-01,0
Hiking,where to buy hiking gear,2023-07-01,0
Hiking,where to buy hiking gear,2023-08-01,0
Hiking,where to buy hiking gear,2023-09-01,0
Hiking,where to buy hiking gear,2023-10-01,0
Hiking,where to buy hiking gear,2023-11-01,0
Hiking,where to buy hiking gear,2023-12-01,0
Hiking,where to buy hiking gear,2024-01-01,0
Hiking,where to buy hiking gear,2024-02-01,0
Hiking,where to buy hiking gear,2024-03-01,0
Hiking,where to buy hiking gear,2024-04-01,69
Hiking,where to buy hiking gear,2024-05-01,0
Hiking,where to buy hiking gear,2024-06-01,0
Hiking,where to buy hiking gear,2024-07-01,0
Hiking,where to buy hiking gear,2024-08-01,0
Hiking,where to buy hiking gear,2024-09-01,60
Hiking,where to buy hiking gear,2024-10-01,67
Hiking,where to buy hiking gear,2024-11-01,0
Hiking,where to buy hiking gear,2024-12-01,0
Hiking,rei hiking boots,2015-01-01,60
Hiking,rei hiking boots,2015-02-01,58
Hiking,rei hiking boots,2015-03-01,66
Hiking,rei hiking boots,2015-04-01,65
Hiking,rei hiking boots,2015-05-01,69
Hiking,rei hiking boots,2015-06-01,73
Hiking,rei hiking boots,2015-07-01,67
Hiking,rei hiking boots,2015-08-01,69
Hiking,rei hiking boots,2015-09-01,69
Hiking,rei hiking boots,2015-10-01,52
Hiking,rei hiking boots,2015-11-01,72
Hiking,rei hiking boots,2015-12-01,77
Hiking,rei hiking boots,2016-01-01,75
Hiking,rei hiking boots,2016-02-01,65
Hiking,rei hiking boots,2016-03-01,75
Hiking,rei hiking boots,2016-04-01,63
Hiking,rei hiking boots,2016-05-01,79
Hiking,rei hiking boots,2016-06-01,79
Hiking,rei hiking boots,2016-07-01,54
Hiking,rei hiking boots,2016-08-01,56
Hiking,rei hiking boots,2016-09-01,61
Hiking,rei hiking boots,2016-10-01,59
Hiking,rei hiking boots,2016-11-01,76
Hiking,rei hiking boots,2016-12-01,77
Hiking,rei hiking boots,2017-01-01,63
Hiking,rei hiking boots,2017-02-01,62
Hiking,rei hiking boots,2017-03-01,71
Hiking,rei hiking boots,2017-04-01,69
Hiking,rei hiking boots,2017-05-01,72
Hiking,rei hiking boots,2017-06-01,70
Hiking,rei hiking boots,2017-07-01,72
Hiking,rei hiking boots,2017-08-01,74
Hiking,rei hiking boots,2017-09-01,62
Hiking,rei hiking boots,2017-10-01,57
Hiking,rei hiking boots,2017-11-01,76
Hiking,rei hiking boots,2017-12-01,73
Hiking,rei hiking boots,2018-01-01,65
Hiking,rei hiking boots,2018-02-01,61
Hiking,rei hiking boots,2018-03-01,80
Hiking,rei hiking boots,2018-04-01,66
Hiking,rei hiking boots,2018-05-01,80
Hiking,rei hiking boots,2018-06-01,70
Hiking,rei hiking boots,2018-07-01,74
Hiking,rei hiking boots,2018-08-01,68
Hiking,rei hiking boots,2018-09-01,62
Hiking,rei hiking boots,2018-10-01,59
Hiking,rei hiking boots,2018-11-01,79
Hiking,rei hiking boots,2018-12-01,64
Hiking,rei hiking boots,2019-01-01,61
Hiking,rei hiking boots,2019-02-01,71
Hiking,rei hiking boots,2019-03-01,84
Hiking,rei hiking boots,2019-04-01,69
Hiking,rei hiking boots,2019-05-01,77
Hiking,rei hiking boots,2019-06-01,73
Hiking,rei hiking boots,2019-07-01,67
Hiking,rei hiking boots,2019-08-01,79
Hiking,rei hiking boots,2019-09-01,69
Hiking,rei hiking boots,2019-10-01,65
Hiking,rei hiking boots,2019-11-01,71
Hiking,rei hiking boots,2019-12-01,76
Hiking,rei hiking boots,2020-01-01,63
Hiking,rei hiking boots,2020-02-01,60
Hiking,rei hiking boots,2020-03-01,42
Hiking,rei hiking boots,2020-04-01,39
Hiking,rei hiking boots,2020-05-01,76
Hiking,rei hiking boots,2020-06-01,84
Hiking,rei hiking boots,2020-07-01,84
Hiking,rei hiking boots,2020-08-01,83
Hiking,rei hiking boots,2020-09-01,89
Hiking,rei hiking boots,2020-10-01,78
Hiking,rei hiking boots,2020-11-01,96
Hiking,rei hiking boots,2020-12-01,88
Hiking,rei hiking boots,2021-01-01,81
Hiking,rei hiking boots,2021-02-01,79
Hiking,rei hiking boots,2021-03-01,89
Hiking,rei hiking boots,2021-04-01,75
Hiking,rei hiking boots,2021-05-01,86
Hiking,rei hiking boots,2021-06-01,72
Hiking,rei hiking boots,2021-07-01,71
Hiking,rei hiking boots,2021-08-01,75
Hiking,rei hiking boots,2021-09-01,70
Hiking,rei hiking boots,2021-10-01,73
Hiking,rei hiking boots,2021-11-01,76
Hiking,rei hiking boots,2021-12-01,78
Hiking,rei hiking boots,2022-01-01,88
Hiking,rei hiking boots,2022-02-01,84
Hiking,rei hiking boots,2022-03-01,100
Hiking,rei hiking boots,2022-04-01,81
Hiking,rei hiking boots,2022-05-01,90
Hiking,rei hiking boots,2022-06-01,74
Hiking,rei hiking boots,2022-07-01,74
Hiking,rei hiking boots,2022-08-01,76
Hiking,rei hiking boots,2022-09-01,75
Hiking,rei hiking boots,2022-10-01,72
Hiking,rei hiking boots,2022-11-01,90
Hiking,rei hiking boots,2022-12-01,72
Hiking,rei hiking boots,2023-01-01,70
Hiking,rei hiking boots,2023-02-01,65
Hiking,rei hiking boots,2023-03-01,78
Hiking,rei hiking boots,2023-04-01,69
Hiking,rei hiking boots,2023-05-01,91
Hiking,rei hiking boots,2023-06-01,79
Hiking,rei hiking boots,2023-07-01,69
Hiking,rei hiking boots,2023-08-01,74
Hiking,rei hiking boots,2023-09-01,68
Hiking,rei hiking boots,2023-10-01,59
Hiking,rei hiking boots,2023-11-01,73
Hiking,rei hiking boots,2023-12-01,67
Hiking,rei hiking boots,2024-01-01,69
Hiking,rei hiking boots,2024-02-01,67
Hiking,rei hiking boots,2024-03-01,67
Hiking,rei hiking boots,2024-04-01,61
Hiking,rei hiking boots,2024-05-01,83
Hiking,rei hiking boots,2024-06-01,76
Hiking,rei hiking boots,2024-07-01,63
Hiking,rei hiking boots,2024-08-01,65
Hiking,rei hiking boots,2024-09-01,62
Hiking,rei hiking boots,2024-10-01,55
Hiking,rei hiking boots,2024-11-01,75
Hiking,rei hiking boots,2024-12-01,66
Hiking,columbia hiking boots,2015-01-01,19
Hiking,columbia hiking boots,2015-02-01,27
Hiking,columbia hiking boots,2015-03-01,21
Hiking,columbia hiking boots,2015-04-01,16
Hiking,columbia hiking boots,2015-05-01,19
Hiking,columbia hiking boots,2015-06-01,18
Hiking,columbia hiking boots,2015-07-01,18
Hiking,columbia hiking boots,2015-08-01,17
Hiking,columbia hiking boots,2015-09-01,20
Hiking,columbia hiking boots,2015-10-01,19
Hiking,columbia hiking boots,2015-11-01,20
Hiking,columbia hiking boots,2015-12-01,24
Hiking,columbia hiking boots,2016-01-01,26
Hiking,columbia hiking boots,2016-02-01,22
Hiking,columbia hiking boots,2016-03-01,19
Hiking,columbia hiking boots,2016-04-01,18
Hiking,columbia hiking boots,2016-05-01,19
Hiking,columbia hiking boots,2016-06-01,20
Hiking,columbia hiking boots,2016-07-01,21
Hiking,columbia hiking boots,2016-08-01,18
Hiking,columbia hiking boots,2016-09-01,21
Hiking,columbia hiking boots,2016-10-01,23
Hiking,columbia hiking boots,2016-11-01,31
Hiking,columbia hiking boots,2016-12-01,35
Hiking,columbia hiking boots,2017-01-01,25
Hiking,columbia hiking boots,2017-02-01,22
Hiking,columbia hiking boots,2017-03-01,23
Hiking,columbia hiking boots,2017-04-01,20
Hiking,columbia hiking boots,2017-05-01,25
Hiking,columbia hiking boots,2017-06-01,25
Hiking,columbia hiking boots,2017-07-01,28
Hiking,columbia hiking boots,2017-08-01,23
Hiking,columbia hiking boots,2017-09-01,25
Hiking,columbia hiking boots,2017-10-01,28
Hiking,columbia hiking boots,2017-11-01,34
Hiking,columbia hiking boots,2017-12-01,36
Hiking,columbia hiking boots,2018-01-01,34
Hiking,columbia hiking boots,2018-02-01,28
Hiking,columbia hiking boots,2018-03-01,33
Hiking,columbia hiking boots,2018-04-01,30
Hiking,columbia hiking boots,2018-05-01,29
Hiking,columbia hiking boots,2018-06-01,29
Hiking,columbia hiking boots,2018-07-01,34
Hiking,columbia hiking boots,2018-08-01,31
Hiking,columbia hiking boots,2018-09-01,33
Hiking,columbia hiking boots,2018-10-01,37
Hiking,columbia hiking boots,2018-11-01,57
Hiking,columbia hiking boots,2018-12-01,52
Hiking,columbia hiking boots,2019-01-01,39
Hiking,columbia hiking boots,2019-02-01,36
Hiking,columbia hiking boots,2019-03-01,39
Hiking,columbia hiking boots,2019-04-01,37
Hiking,columbia hiking boots,2019-05-01,34
Hiking,columbia hiking boots,2019-06-01,38
Hiking,columbia hiking boots,2019-07-01,31
Hiking,columbia hiking boots,2019-08-01,36
Hiking,columbia hiking boots,2019-09-01,40
Hiking,columbia hiking boots,2019-10-01,48
Hiking,columbia hiking boots,2019-11-01,55
Hiking,columbia hiking boots,2019-12-01,54
Hiking,columbia hiking boots,2020-01-01,40
Hiking,columbia hiking boots,2020-02-01,36
Hiking,columbia hiking boots,2020-03-01,24
Hiking,columbia hiking boots,2020-04-01,31
Hiking,columbia hiking boots,2020-05-01,58
Hiking,columbia hiking boots,2020-06-01,57
Hiking,columbia hiking boots,2020-07-01,63
Hiking,columbia hiking boots,2020-08-01,67
Hiking,columbia hiking boots,2020-09-01,81
Hiking,columbia hiking boots,2020-10-01,85
Hiking,columbia hiking boots,2020-11-01,95
Hiking,columbia hiking boots,2020-12-01,100
Hiking,columbia hiking boots,2021-01-01,88
Hiking,columbia hiking boots,2021-02-01,76
Hiking,columbia hiking boots,2021-03-01,81
Hiking,columbia hiking boots,2021-04-01,71
Hiking,columbia hiking boots,2021-05-01,59
Hiking,columbia hiking boots,2021-06-01,63
Hiking,columbia hiking boots,2021-07-01,59
Hiking,columbia hiking boots,2021-08-01,59
Hiking,columbia hiking boots,2021-09-01,62
Hiking,columbia hiking boots,2021-10-01,72
Hiking,columbia hiking boots,2021-11-01,97
Hiking,columbia hiking boots,2021-12-01,77
Hiking,columbia hiking boots,2022-01-01,87
Hiking,columbia hiking boots,2022-02-01,75
Hiking,columbia hiking boots,2022-03-01,71
Hiking,columbia hiking boots,2022-04-01,61
Hiking,columbia hiking boots,2022-05-01,51
Hiking,columbia hiking boots,2022-06-01,53
Hiking,columbia hiking boots,2022-07-01,50
Hiking,columbia hiking boots,2022-08-01,57
Hiking,columbia hiking boots,2022-09-01,58
Hiking,columbia hiking boots,2022-10-01,59
Hiking,columbia hiking boots,2022-11-01,72
Hiking,columbia hiking boots,2022-12-01,74
Hiking,columbia hiking boots,2023-01-01,64
Hiking,columbia hiking boots,2023-02-01,52
Hiking,columbia hiking boots,2023-03-01,47
Hiking,columbia hiking boots,2023-04-01,51
Hiking,columbia hiking boots,2023-05-01,47
Hiking,columbia hiking boots,2023-06-01,55
Hiking,columbia hiking boots,2023-07-01,49
Hiking,columbia hiking boots,2023-08-01,43
Hiking,columbia hiking boots,2023-09-01,48
Hiking,columbia hiking boots,2023-10-01,53
Hiking,columbia hiking boots,2023-11-01,69
Hiking,columbia hiking boots,2023-12-01,63
Hiking,columbia hiking boots,2024-01-01,63
Hiking,columbia hiking boots,2024-02-01,49
Hiking,columbia hiking boots,2024-03-01,51
Hiking,columbia hiking boots,2024-04-01,48
Hiking,columbia hiking boots,2024-05-01,54
Hiking,columbia hiking boots,2024-06-01,52
Hiking,columbia hiking boots,2024-07-01,51
Hiking,columbia hiking boots,2024-08-01,48
Hiking,columbia hiking boots,2024-09-01,49
Hiking,columbia hiking boots,2024-10-01,48
Hiking,columbia hiking boots,2024-11-01,60
Hiking,columbia hiking boots,2024-12-01,61
Hiking,vasque hiking boots,2015-01-01,63
Hiking,vasque hiking boots,2015-02-01,56
Hiking,vasque hiking boots,2015-03-01,70
Hiking,vasque hiking boots,2015-04-01,53
Hiking,vasque hiking boots,2015-05-01,57
Hiking,vasque hiking boots,2015-06-01,66
Hiking,vasque hiking boots,2015-07-01,61
Hiking,vasque hiking boots,2015-08-01,73
Hiking,vasque hiking boots,2015-09-01,69
Hiking,vasque hiking boots,2015-10-01,64
Hiking,vasque hiking boots,2015-11-01,87
Hiking,vasque hiking boots,2015-12-01,78
Hiking,vasque hiking boots,2016-01-01,90
Hiking,vasque hiking boots,2016-02-01,86
Hiking,vasque hiking boots,2016-03-01,99
Hiking,vasque hiking boots,2016-04-01,74
Hiking,vasque hiking boots,2016-05-01,89
Hiking,vasque hiking boots,2016-06-01,55
Hiking,vasque hiking boots,2016-07-01,63
Hiking,vasque hiking boots,2016-08-01,69
Hiking,vasque hiking boots,2016-09-01,68
Hiking,vasque hiking boots,2016-10-01,76
Hiking,vasque hiking boots,2016-11-01,83
Hiking,vasque hiking boots,2016-12-01,100
Hiking,vasque hiking boots,2017-01-01,80
Hiking,vasque hiking boots,2017-02-01,72
Hiking,vasque hiking boots,2017-03-01,72
Hiking,vasque hiking boots,2017-04-01,72
Hiking,vasque hiking boots,2017-05-01,78
Hiking,vasque hiking boots,2017-06-01,57
Hiking,vasque hiking boots,2017-07-01,68
Hiking,vasque hiking boots,2017-08-01,65
Hiking,vasque hiking boots,2017-09-01,63
Hiking,vasque hiking boots,2017-10-01,55
Hiking,vasque hiking boots,2017-11-01,82
Hiking,vasque hiking boots,2017-12-01,79
Hiking,vasque hiking boots,2018-01-01,79
Hiking,vasque hiking boots,2018-02-01,71
Hiking,vasque hiking boots,2018-03-01,71
Hiking,vasque hiking boots,2018-04-01,58
Hiking,vasque hiking boots,2018-05-01,74
Hiking,vasque hiking boots,2018-06-01,59
Hiking,vasque hiking boots,2018-07-01,64
Hiking,vasque hiking boots,2018-08-01,69
Hiking,vasque hiking boots,2018-09-01,67
Hiking,vasque hiking boots,2018-10-01,69
Hiking,vasque hiking boots,2018-11-01,75
Hiking,vasque hiking boots,2018-12-01,72
Hiking,vasque hiking boots,2019-01-01,79
Hiking,vasque hiking boots,2019-02-01,63
Hiking,vasque hiking boots,2019-03-01,66
Hiking,vasque hiking boots,2019-04-01,56
Hiking,vasque hiking boots,2019-05-01,58
Hiking,vasque hiking boots,2019-06-01,65
Hiking,vasque hiking boots,2019-07-01,76
Hiking,vasque hiking boots,2019-08-01,67
Hiking,vasque hiking boots,2019-09-01,84
Hiking,vasque hiking boots,2019-10-01,71
Hiking,vasque hiking boots,2019-11-01,76
Hiking,vasque hiking boots,2019-12-01,75
Hiking,vasque hiking boots,2020-01-01,65
Hiking,vasque hiking boots,2020-02-01,60
Hiking,vasque hiking boots,2020-03-01,48
Hiking,vasque hiking boots,2020-04-01,56
Hiking,vasque hiking boots,2020-05-01,70
Hiking,vasque hiking boots,2020-06-01,70
Hiking,vasque hiking boots,2020-07-01,62
Hiking,vasque hiking boots,2020-08-01,78
Hiking,vasque hiking boots,2020-09-01,70
Hiking,vasque hiking boots,2020-10-01,77
Hiking,vasque hiking boots,2020-11-01,68
Hiking,vasque hiking boots,2020-12-01,73
Hiking,vasque hiking boots,2021-01-01,71
Hiking,vasque hiking boots,2021-02-01,53
Hiking,vasque hiking boots,2021-03-01,63
Hiking,vasque hiking boots,2021-04-01,66
Hiking,vasque hiking boots,2021-05-01,63
Hiking,vasque hiking boots,2021-06-01,49
Hiking,vasque hiking boots,2021-07-01,51
Hiking,vasque hiking boots,2021-08-01,51
Hiking,vasque hiking boots,2021-09-01,60
Hiking,vasque hiking boots,2021-10-01,65
Hiking,vasque hiking boots,2021-11-01,72
Hiking,vasque hiking boots,2021-12-01,85
Hiking,vasque hiking boots,2022-01-01,90
Hiking,vasque hiking boots,2022-02-01,73
Hiking,vasque hiking boots,2022-03-01,79
Hiking,vasque hiking boots,2022-04-01,67
Hiking,vasque hiking boots,2022-05-01,58
Hiking,vasque hiking boots,2022-06-01,56
Hiking,vasque hiking boots,2022-07-01,54
Hiking,vasque hiking boots,2022-08-01,54
Hiking,vasque hiking boots,2022-09-01,53
Hiking,vasque hiking boots,2022-10-01,69
Hiking,vasque hiking boots,2022-11-01,75
Hiking,vasque hiking boots,2022-12-01,59
Hiking,vasque hiking boots,2023-01-01,64
Hiking,vasque hiking boots,2023-02-01,56
Hiking,vasque hiking boots,2023-03-01,53
Hiking,vasque hiking boots,2023-04-01,54
Hiking,vasque hiking boots,2023-05-01,48
Hiking,vasque hiking boots,2023-06-01,48
Hiking,vasque hiking boots,2023-07-01,41
Hiking,vasque hiking boots,2023-08-01,50
Hiking,vasque hiking boots,2023-09-01,50
Hiking,vasque hiking boots,2023-10-01,52
Hiking,vasque hiking boots,2023-11-01,70
Hiking,vasque hiking boots,2023-12-01,52
Hiking,vasque hiking boots,2024-01-01,68
Hiking,vasque hiking boots,2024-02-01,62
Hiking,vasque hiking boots,2024-03-01,60
Hiking,vasque hiking boots,2024-04-01,45
Hiking,vasque hiking boots,2024-05-01,43
Hiking,vasque hiking boots,2024-06-01,55
Hiking,vasque hiking boots,2024-07-01,47
Hiking,vasque hiking boots,2024-08-01,51
Hiking,vasque hiking boots,2024-09-01,49
Hiking,vasque hiking boots,2024-10-01,60
Hiking,vasque hiking boots,2024-11-01,63
Hiking,vasque hiking boots,2024-12-01,67
Hiking,keen hiking boots,2015-01-01,61
Hiking,keen hiking boots,2015-02-01,61
Hiking,keen hiking boots,2015-03-01,70
Hiking,keen hiking boots,2015-04-01,67
Hiking,keen hiking boots,2015-05-01,57
Hiking,keen hiking boots,2015-06-01,59
Hiking,keen hiking boots,2015-07-01,49
Hiking,keen hiking boots,2015-08-01,46
Hiking,keen hiking boots,2015-09-01,49
Hiking,keen hiking boots,2015-10-01,60
Hiking,keen hiking boots,2015-11-01,65
Hiking,keen hiking boots,2015-12-01,69
Hiking,keen hiking boots,2016-01-01,67
Hiking,keen hiking boots,2016-02-01,74
Hiking,keen hiking boots,2016-03-01,68
Hiking,keen hiking boots,2016-04-01,62
Hiking,keen hiking boots,2016-05-01,63
Hiking,keen hiking boots,2016-06-01,53
Hiking,keen hiking boots,2016-07-01,57
Hiking,keen hiking boots,2016-08-01,62
Hiking,keen hiking boots,2016-09-01,56
Hiking,keen hiking boots,2016-10-01,66
Hiking,keen hiking boots,2016-11-01,74
Hiking,keen hiking boots,2016-12-01,86
Hiking,keen hiking boots,2017-01-01,69
Hiking,keen hiking boots,2017-02-01,68
Hiking,keen hiking boots,2017-03-01,67
Hiking,keen hiking boots,2017-04-01,68
Hiking,keen hiking boots,2017-05-01,66
Hiking,keen hiking boots,2017-06-01,61
Hiking,keen hiking boots,2017-07-01,70
Hiking,keen hiking boots,2017-08-01,66
Hiking,keen hiking boots,2017-09-01,61
Hiking,keen hiking boots,2017-10-01,65
Hiking,keen hiking boots,2017-11-01,91
Hiking,keen hiking boots,2017-12-01,87
Hiking,keen hiking boots,2018-01-01,79
Hiking,keen hiking boots,2018-02-01,81
Hiking,keen hiking boots,2018-03-01,86
Hiking,keen hiking boots,2018-04-01,74
Hiking,keen hiking boots,2018-05-01,74
Hiking,keen hiking boots,2018-06-01,68
Hiking,keen hiking boots,2018-07-01,74
Hiking,keen hiking boots,2018-08-01,66
Hiking,keen hiking boots,2018-09-01,66
Hiking,keen hiking boots,2018-10-01,78
Hiking,keen hiking boots,2018-11-01,89
Hiking,keen hiking boots,2018-12-01,80
Hiking,keen hiking boots,2019-01-01,68
Hiking,keen hiking boots,2019-02-01,66
Hiking,keen hiking boots,2019-03-01,79
Hiking,keen hiking boots,2019-04-01,66
Hiking,keen hiking boots,2019-05-01,67
Hiking,keen hiking boots,2019-06-01,58
Hiking,keen hiking boots,2019-07-01,63
Hiking,keen hiking boots,2019-08-01,64
Hiking,keen hiking boots,2019-09-01,62
Hiking,keen hiking boots,2019-10-01,66
Hiking,keen hiking boots,2019-11-01,74
Hiking,keen hiking boots,2019-12-01,73
Hiking,keen hiking boots,2020-01-01,62
Hiking,keen hiking boots,2020-02-01,62
Hiking,keen hiking boots,2020-03-01,43
Hiking,keen hiking boots,2020-04-01,59
Hiking,keen hiking boots,2020-05-01,80
Hiking,keen hiking boots,2020-06-01,67
Hiking,keen hiking boots,2020-07-01,64
Hiking,keen hiking boots,2020-08-01,70
Hiking,keen hiking boots,2020-09-01,89
Hiking,keen hiking boots,2020-10-01,100
Hiking,keen hiking boots,2020-11-01,89
Hiking,keen hiking boots,2020-12-01,98
Hiking,keen hiking boots,2021-01-01,94
Hiking,keen hiking boots,2021-02-01,88
Hiking,keen hiking boots,2021-03-01,98
Hiking,keen hiking boots,2021-04-01,85
Hiking,keen hiking boots,2021-05-01,77
Hiking,keen hiking boots,2021-06-01,64
Hiking,keen hiking boots,2021-07-01,58
Hiking,keen hiking boots,2021-08-01,57
Hiking,keen hiking boots,2021-09-01,62
Hiking,keen hiking boots,2021-10-01,70
Hiking,keen hiking boots,2021-11-01,79
Hiking,keen hiking boots,2021-12-01,72
Hiking,keen hiking boots,2022-01-01,84
Hiking,keen hiking boots,2022-02-01,74
Hiking,keen hiking boots,2022-03-01,76
Hiking,keen hiking boots,2022-04-01,68
Hiking,keen hiking boots,2022-05-01,64
Hiking,keen hiking boots,2022-06-01,57
Hiking,keen hiking boots,2022-07-01,56
Hiking,keen hiking boots,2022-08-01,64
Hiking,keen hiking boots,2022-09-01,58
Hiking,keen hiking boots,2022-10-01,61
Hiking,keen hiking boots,2022-11-01,81
Hiking,keen hiking boots,2022-12-01,68
Hiking,keen hiking boots,2023-01-01,66
Hiking,keen hiking boots,2023-02-01,62
Hiking,keen hiking boots,2023-03-01,66
Hiking,keen hiking boots,2023-04-01,56
Hiking,keen hiking boots,2023-05-01,61
Hiking,keen hiking boots,2023-06-01,55
Hiking,keen hiking boots,2023-07-01,50
Hiking,keen hiking boots,2023-08-01,55
Hiking,keen hiking boots,2023-09-01,65
Hiking,keen hiking boots,2023-10-01,71
Hiking,keen hiking boots,2023-11-01,70
Hiking,keen hiking boots,2023-12-01,70
Hiking,keen hiking boots,2024-01-01,69
Hiking,keen hiking boots,2024-02-01,63
Hiking,keen hiking boots,2024-03-01,57
Hiking,keen hiking boots,2024-04-01,63
Hiking,keen hiking boots,2024-05-01,49
Hiking,keen hiking boots,2024-06-01,60
Hiking,keen hiking boots,2024-07-01,49
Hiking,keen hiking boots,2024-08-01,60
Hiking,keen hiking boots,2024-09-01,56
Hiking,keen hiking boots,2024-10-01,59
Hiking,keen hiking boots,2024-11-01,66
Hiking,keen hiking boots,2024-12-01,73
Hiking,discount hiking gear,2015-01-01,0
Hiking,discount hiking gear,2015-02-01,0
Hiking,discount hiking gear,2015-03-01,0
Hiking,discount hiking gear,2015-04-01,0
Hiking,discount hiking gear,2015-05-01,0
Hiking,discount hiking gear,2015-06-01,0
Hiking,discount hiking gear,2015-07-01,0
Hiking,discount hiking gear,2015-08-01,0
Hiking,discount hiking gear,2015-09-01,0
Hiking,discount hiking gear,2015-10-01,0
Hiking,discount hiking gear,2015-11-01,0
Hiking,discount hiking gear,2015-12-01,0
Hiking,discount hiking gear,2016-01-01,0
Hiking,discount hiking gear,2016-02-01,0
Hiking,discount hiking gear,2016-03-01,0
Hiking,discount hiking gear,2016-04-01,67
Hiking,discount hiking gear,2016-05-01,0
Hiking,discount hiking gear,2016-06-01,68
Hiking,discount hiking gear,2016-07-01,89
Hiking,discount hiking gear,2016-08-01,0
Hiking,discount hiking gear,2016-09-01,0
Hiking,discount hiking gear,2016-10-01,0
Hiking,discount hiking gear,2016-11-01,0
Hiking,discount hiking gear,2016-12-01,0
Hiking,discount hiking gear,2017-01-01,0
Hiking,discount hiking gear,2017-02-01,0
Hiking,discount hiking gear,2017-03-01,77
Hiking,discount hiking gear,2017-04-01,82
Hiking,discount hiking gear,2017-05-01,71
Hiking,discount hiking gear,2017-06-01,0
Hiking,discount hiking gear,2017-07-01,0
Hiking,discount hiking gear,2017-08-01,0
Hiking,discount hiking gear,2017-09-01,0
Hiking,discount hiking gear,2017-10-01,0
Hiking,discount hiking gear,2017-11-01,0
Hiking,discount hiking gear,2017-12-01,70
Hiking,discount hiking gear,2018-01-01,0
Hiking,discount hiking gear,2018-02-01,0
Hiking,discount hiking gear,2018-03-01,0
Hiking,discount hiking gear,2018-04-01,78
Hiking,discount hiking gear,2018-05-01,78
Hiking,discount hiking gear,2018-06-01,90
Hiking,discount hiking gear,2018-07-01,0
Hiking,discount hiking gear,2018-08-01,0
Hiking,discount hiking gear,2018-09-01,0
Hiking,discount hiking gear,2018-10-01,60
Hiking,discount hiking gear,2018-11-01,0
Hiking,discount hiking gear,2018-12-01,75
Hiking,discount hiking gear,2019-01-01,0
Hiking,discount hiking gear,2019-02-01,0
Hiking,discount hiking gear,2019-03-01,79
Hiking,discount hiking gear,2019-04-01,0
Hiking,discount hiking gear,2019-05-01,0
Hiking,discount hiking gear,2019-06-01,0
Hiking,discount hiking gear,2019-07-01,58
Hiking,discount hiking gear,2019-08-01,0
Hiking,discount hiking gear,2019-09-01,0
Hiking,discount hiking gear,2019-10-01,0
Hiking,discount hiking gear,2019-11-01,0
Hiking,discount hiking gear,2019-12-01,0
Hiking,discount hiking gear,2020-01-01,53
Hiking,discount hiking gear,2020-02-01,0
Hiking,discount hiking gear,2020-03-01,0
Hiking,discount hiking gear,2020-04-01,0
Hiking,discount hiking gear,2020-05-01,100
Hiking,discount hiking gear,2020-06-01,75
Hiking,discount hiking gear,2020-07-01,0
Hiking,discount hiking gear,2020-08-01,49
Hiking,discount hiking gear,2020-09-01,68
Hiking,discount hiking gear,2020-10-01,0
Hiking,discount hiking gear,2020-11-01,0
Hiking,discount hiking gear,2020-12-01,0
Hiking,discount hiking gear,2021-01-01,51
Hiking,discount hiking gear,2021-02-01,0
Hiking,discount hiking gear,2021-03-01,51
Hiking,discount hiking gear,2021-04-01,0
Hiking,discount hiking gear,2021-05-01,0
Hiking,discount hiking gear,2021-06-01,0
Hiking,discount hiking gear,2021-07-01,0
Hiking,discount hiking gear,2021-08-01,0
Hiking,discount hiking gear,2021-09-01,0
Hiking,discount hiking gear,2021-10-01,0
Hiking,discount hiking gear,2021-11-01,0
Hiking,discount hiking gear,2021-12-01,0
Hiking,discount hiking gear,2022-01-01,0
Hiking,discount hiking gear,2022-02-01,58
Hiking,discount hiking gear,2022-03-01,0
Hiking,discount hiking gear,2022-04-01,0
Hiking,discount hiking gear,2022-05-01,0
Hiking,discount hiking gear,2022-06-01,0
Hiking,discount hiking gear,2022-07-01,0
Hiking,discount hiking gear,2022-08-01,0
Hiking,discount hiking gear,2022-09-01,0
Hiking,discount hiking gear,2022-10-01,0
Hiking,discount hiking gear,2022-11-01,0
Hiking,discount hiking gear,2022-12-01,0
Hiking,discount hiking gear,2023-01-01,51
Hiking,discount hiking gear,2023-02-01,0
Hiking,discount hiking gear,2023-03-01,0
Hiking,discount hiking gear,2023-04-01,0
Hiking,discount hiking gear,2023-05-01,0
Hiking,discount hiking gear,2023-06-01,0
Hiking,discount hiking gear,2023-07-01,71
Hiking,discount hiking gear,2023-08-01,0
Hiking,discount hiking gear,2023-09-01,0
Hiking,discount hiking gear,2023-10-01,0
Hiking,discount hiking gear,2023-11-01,0
Hiking,discount hiking gear,2023-12-01,0
Hiking,discount hiking gear,2024-01-01,0
Hiking,discount hiking gear,2024-02-01,0
Hiking,discount hiking gear,2024-03-01,0
Hiking,discount hiking gear,2024-04-01,0
